work_year,experience_level,employment_type,job_title,salary,salary_currency,salary_in_usd,employee_residence,remote_ratio,company_location,company_size
2024,Mid,FT,Data Engineer,95576,USD,95576,US,0,US,M
2024,Mid,FT,Data Engineer,112400,USD,112400,US,0,US,M
2024,Mid,FT,Product Designer,177000,USD,177000,US,0,US,M
2022,Mid,FT,Data Specialist,135000,USD,135000,US,0,US,M
2024,Mid,FT,Data Scientist,60000,USD,60000,US,0,US,M
2024,Entry,FT,Data Analyst,139200,USD,139200,US,0,US,M
2025,Senior,FT,Data Scientist,147420,USD,147420,US,0,US,M
2024,Senior,FT,AI Engineer,119056,USD,119056,AU,0,AU,M
2024,Entry,FT,Machine Learning Engineer,137750,USD,137750,US,0,US,M
2025,Executive,FT,Head of AI,205100,USD,205100,US,0,US,M
2025,Senior,FT,Software Engineer,172599,USD,172599,US,100,US,M
2024,Executive,FT,Data Specialist,291500,USD,291500,US,0,US,M
2024,Senior,FT,Data Governance,240000,USD,240000,US,0,US,M
2024,Entry,FT,Data Analyst,111510,USD,111510,US,100,US,M
2025,Mid,FT,Associate,229800,USD,229800,US,100,US,M
2025,Senior,FT,Product Manager,145000,USD,145000,US,0,US,M
2023,Senior,FT,Data Engineer,150000,USD,150000,US,0,US,M
2024,Senior,FT,Software Engineer,233840,USD,233840,US,0,US,M
2024,Senior,FT,Data Engineer,207300,USD,207300,US,0,US,M
2024,Mid,FT,Robotics Engineer,256500,USD,256500,US,0,US,M
2024,Senior,FT,Applied Scientist,150400,USD,150400,US,0,US,L
2025,Mid,FT,Developer,170000,USD,170000,US,0,US,M
2025,Senior,FT,Insight Analyst,95800,USD,95800,US,0,US,M
2025,Mid,FT,Associate,135000,USD,135000,US,0,US,M
2024,Senior,FT,Manager,103500,USD,103500,US,0,US,M
2025,Mid,FT,Data Manager,99000,USD,99000,US,0,US,M
2024,Entry,FT,Data Analyst,123625,USD,123625,US,0,US,M
2024,Senior,FT,Engineer,165000,USD,165000,US,0,US,M
2024,Senior,FT,Principal Researcher,294000,USD,294000,US,100,US,M
2024,Mid,FT,Data Engineer,227700,USD,227700,US,0,US,M
2024,Senior,FT,Analyst,68000,USD,68000,US,100,US,M
2024,Senior,FT,Computer Vision Engineer,160000,USD,160000,US,0,US,M
2024,Senior,FT,Software Engineer,189000,GBP,236250,GB,0,GB,M
2025,Senior,FT,Engineer,235750,USD,235750,US,0,US,M
2024,Mid,FT,Software Engineer,116336,USD,116336,US,0,US,M
2025,Senior,FT,Machine Learning Engineer,172800,CAD,123428,CA,100,CA,M
2025,Mid,FT,Manager,85000,USD,85000,CA,100,CA,M
2025,Executive,FT,Data Analyst,130920,USD,130920,US,0,US,M
2025,Senior,FT,Data Specialist,1680000,PHP,28649,PH,0,PH,M
2024,Mid,FT,Data Engineer,73013,USD,73013,US,0,US,M
2025,Senior,FT,AI Engineer,250000,USD,250000,US,0,US,M
2025,Senior,FT,Software Engineer,211500,USD,211500,US,100,US,M
2023,Mid,FT,Data Engineer,55000,EUR,59382,ES,100,ES,M
2024,Senior,FT,Data Scientist,130000,USD,130000,US,0,US,M
2024,Senior,FT,Research Engineer,251000,USD,251000,US,0,US,M
2024,Mid,FT,Business Intelligence Analyst,164800,USD,164800,US,0,US,M
2025,Senior,FT,Data Scientist,144000,USD,144000,US,100,US,M
2025,Executive,FT,Analyst,96400,USD,96400,US,0,US,M
2024,Senior,FT,Engineer,176000,USD,176000,US,100,US,M
2025,Senior,FT,Applied Scientist,150000,USD,150000,US,100,US,M
2025,Senior,FT,Data Engineer,130766,USD,130766,US,0,US,M
2025,Mid,FT,Data Manager,204600,USD,204600,US,0,US,M
2024,Entry,FT,Data Analyst,58000,USD,58000,CA,0,CA,M
2025,Senior,FT,Business Analyst,120000,USD,120000,US,0,US,M
2025,Mid,FT,Engineer,184375,USD,184375,US,0,US,M
2023,Senior,FT,Data Scientist,231650,USD,231650,US,0,US,M
2024,Senior,FT,Data Analyst,177000,USD,177000,US,0,US,M
2024,Senior,FT,Product Manager,156000,USD,156000,US,100,US,M
2024,Executive,FT,Analyst,105120,USD,105120,US,0,US,M
2024,Senior,FT,Research Engineer,140000,USD,140000,US,100,US,M
2025,Mid,FT,Software Engineer,94550,USD,94550,US,100,US,M
2024,Entry,FT,Manager,165000,USD,165000,US,100,US,M
2024,Senior,FT,Consultant,95000,CAD,73076,CA,100,CA,M
2024,Senior,FT,Data Scientist,155520,USD,155520,US,0,US,M
2024,Mid,FT,Associate,151900,USD,151900,US,100,US,M
2024,Senior,FT,Data Product Owner,110000,USD,110000,US,100,US,M
2025,Senior,FT,Lead Analyst,142320,USD,142320,US,0,US,M
2024,Mid,FT,Engineer,187000,USD,187000,US,0,US,M
2023,Senior,FT,Data Scientist,131310,USD,131310,US,0,US,M
2025,Senior,FT,Machine Learning Engineer,223000,USD,223000,US,0,US,M
2024,Senior,FT,Data Product Manager,222500,USD,222500,US,0,US,M
2024,Senior,FT,DevOps Engineer,277500,USD,277500,US,0,US,M
2025,Mid,FT,Software Engineer,178000,USD,178000,US,0,US,M
2024,Senior,FT,Business Intelligence Lead,63000,GBP,78750,US,0,US,M
2025,Mid,FT,Machine Learning Engineer,192500,USD,192500,US,100,US,M
2024,Senior,FT,Software Engineer,286000,USD,286000,US,0,US,M
2025,Senior,FT,Data Scientist,210000,USD,210000,US,100,US,M
2025,Senior,FT,Research Scientist,218000,USD,218000,US,100,US,M
2025,Mid,FT,Product Manager,122000,USD,122000,US,0,US,M
2024,Senior,FT,Manager,171210,USD,171210,CA,0,CA,M
2024,Mid,FT,Software Engineer,240000,USD,240000,US,100,US,M
2024,Senior,FT,Platform Engineer,130000,USD,130000,US,0,US,M
2025,Mid,FT,Data Strategist,162800,USD,162800,US,100,US,M
2024,Mid,FT,Consultant,101720,USD,101720,US,0,US,M
2024,Mid,FT,Research Scientist,358000,USD,358000,US,0,US,M
2025,Senior,FT,Data Modeler,130000,USD,130000,CA,0,CA,M
2024,Senior,FT,Technical Lead,220000,USD,220000,US,0,US,M
2023,Senior,FT,Data Scientist,135000,USD,135000,US,100,US,M
2024,Senior,FT,Machine Learning Engineer,100000,USD,100000,CA,100,CA,M
2025,Mid,FT,Software Engineer,168000,USD,168000,US,0,US,M
2024,Mid,FT,Analytics Engineer,90400,USD,90400,US,0,US,M
2024,Senior,FT,Analytics Engineer,170300,USD,170300,US,100,US,M
2024,Entry,FT,Software Engineer,76400,USD,76400,US,0,US,M
2024,Senior,FT,Data Analyst,220067,USD,220067,US,100,US,M
2024,Senior,FT,Data Scientist,175420,USD,175420,US,0,US,M
2025,Mid,FT,Data Analyst,94160,USD,94160,US,100,US,M
2024,Senior,FT,Product Manager,129800,USD,129800,US,0,US,M
2023,Executive,FT,Data Engineer,185000,USD,185000,US,0,US,M
2023,Senior,FT,Business Data Analyst,94000,USD,94000,US,50,US,L
2025,Mid,FT,Engineering Manager,253000,USD,253000,US,100,US,M
2023,Senior,FT,Data Scientist,101500,USD,101500,US,0,US,M
2024,Senior,FT,Consultant,149200,USD,149200,US,100,US,M
2024,Mid,FT,Artificial Intelligence Engineer,57300,USD,57300,US,0,US,M
2024,Senior,FT,Software Engineer,177100,USD,177100,US,0,US,M
2025,Senior,FT,Data Governance,113368,USD,113368,US,0,US,M
2025,Mid,FT,Research Scientist,224000,USD,224000,US,0,US,M
2024,Senior,FT,Product Manager,160000,USD,160000,US,0,US,M
2024,Senior,FT,Software Engineer,209600,USD,209600,US,0,US,M
2025,Mid,FT,Data Engineer,200750,USD,200750,US,0,US,M
2023,Mid,FT,Data Scientist,86000,USD,86000,US,0,US,M
2025,Mid,FT,Security Researcher,150000,USD,150000,US,0,US,M
2025,Senior,FT,Product Manager,115900,USD,115900,US,100,US,M
2024,Senior,FT,Data Analyst,155000,USD,155000,IE,0,IE,M
2024,Mid,FT,Data Scientist,255400,USD,255400,US,100,US,L
2025,Mid,FT,Consultant,88100,USD,88100,US,100,US,M
2025,Mid,FT,Machine Learning Engineer,137049,USD,137049,US,0,US,M
2024,Mid,FT,Business Insights Manager,650000,DKK,95588,DK,0,DK,L
2024,Senior,FT,Data Analyst,73100,USD,73100,US,0,US,M
2024,Senior,FT,Business Intelligence,152000,USD,152000,US,0,US,M
2025,Mid,FT,Software Engineer,151170,USD,151170,US,100,US,M
2024,Mid,FT,Data Analyst,60000,USD,60000,CA,0,CA,M
2025,Mid,FT,Engineer,62728,GBP,79402,GB,0,GB,M
2024,Mid,FT,Consultant,38580,EUR,42866,AT,0,AT,M
2024,Senior,FT,Software Engineer,338000,USD,338000,US,100,US,M
2024,Senior,FT,Data Engineer,60000,USD,60000,UA,0,UA,M
2025,Mid,FT,Data Scientist,82500,USD,82500,US,0,US,M
2025,Senior,FT,Manager,50823,GBP,64332,GB,0,GB,M
2025,Senior,FT,Developer,150400,USD,150400,US,0,US,M
2024,Executive,FT,Software Engineer,312500,USD,312500,US,0,US,M
2024,Senior,FT,Data Engineer,94500,USD,94500,US,0,US,M
2025,Mid,FT,Associate,180000,USD,180000,US,0,US,M
2024,Entry,FT,Data Analyst,87341,USD,87341,CA,0,CA,M
2025,Executive,FT,Director of Machine Learning,342000,USD,342000,US,100,US,M
2024,Senior,FT,Data Engineer,162000,USD,162000,US,0,US,M
2025,Entry,FT,Software Engineer,237100,USD,237100,US,0,US,M
2024,Senior,FT,Data Manager,55800,USD,55800,US,0,US,M
2025,Senior,FT,Research Engineer,215000,USD,215000,US,0,US,M
2024,Senior,FT,Data Analytics Lead,73100,USD,73100,US,0,US,M
2023,Entry,FT,Business Intelligence Data Analyst,99000,USD,99000,US,100,US,L
2024,Mid,FT,Engineer,186000,USD,186000,US,0,US,M
2024,Mid,FT,Data Engineer,60300,USD,60300,US,0,US,M
2025,Mid,FT,Data Engineer,98400,USD,98400,US,100,US,M
2025,Senior,FT,DataOps Engineer,129200,USD,129200,US,0,US,M
2024,Mid,FT,Machine Learning Engineer,96700,USD,96700,US,0,US,M
2023,Senior,FT,Data Engineer,80000,GBP,98432,GB,100,GB,M
2024,Senior,FT,Data Analyst,61360,USD,61360,US,100,US,M
2025,Senior,FT,Data Product Manager,185000,USD,185000,US,0,US,M
2024,Mid,FT,Research Engineer,55000,GBP,68750,GB,100,GB,M
2025,Senior,FT,Data Engineer,246000,PLN,60442,PL,0,PL,M
2024,Entry,FT,Data Analyst,69872,USD,69872,CA,0,CA,M
2025,Mid,FT,Applied Scientist,153000,USD,153000,US,0,US,M
2024,Senior,FT,Machine Learning Engineer,221760,USD,221760,US,0,US,M
2025,Entry,FT,Analyst,81000,USD,81000,US,0,US,M
2024,Mid,FT,Data Engineer,212000,USD,212000,US,0,US,M
2025,Senior,FT,Engineer,202800,USD,202800,US,0,US,L
2024,Mid,FT,Engineering Manager,230000,USD,230000,US,100,US,M
2025,Mid,FT,Associate,124000,USD,124000,US,0,US,M
2024,Executive,FT,Quantitative Analyst,142500,USD,142500,US,0,US,M
2023,Senior,FT,Data Engineer,204500,USD,204500,DE,0,DE,M
2024,Senior,FT,AI Engineer,197400,USD,197400,US,0,US,M
2024,Mid,FT,Engineering Manager,307407,USD,307407,US,100,US,M
2022,Senior,FT,Data Engineer,150000,USD,150000,US,0,US,M
2025,Senior,FT,Architect,216000,USD,216000,US,0,US,M
2025,Senior,FT,Machine Learning Engineer,135482,USD,135482,US,100,US,M
2025,Entry,FT,Data Engineer,40000,GBP,50632,GB,0,GB,M
2024,Senior,FT,Product Manager,171000,USD,171000,US,0,US,M
2024,Senior,FT,Data Engineer,199700,USD,199700,US,0,US,M
2023,Executive,FT,Data Analyst,70000,USD,70000,US,100,US,M
2024,Senior,FT,Machine Learning Engineer,196110,USD,196110,US,0,US,M
2024,Mid,FT,Research Engineer,137439,USD,137439,US,0,US,M
2024,Senior,FT,Machine Learning Engineer,86900,GBP,108625,GB,0,GB,M
2024,Mid,FT,Data Scientist,54000,USD,54000,US,0,US,M
2025,Mid,FT,Research Analyst,67700,USD,67700,US,0,US,M
2024,Senior,FT,Software Engineer,380000,USD,380000,US,0,US,M
2025,Mid,FT,Software Engineer,219000,USD,219000,US,0,US,M
2024,Senior,FT,AI Architect,157500,USD,157500,US,0,US,M
2024,Mid,FT,Data Scientist,145000,USD,145000,US,0,US,M
2023,Senior,FT,Data Integration Engineer,150000,USD,150000,US,0,US,M
2022,Senior,FT,Analytics Engineer,140000,USD,140000,US,100,US,M
2024,Mid,FT,Data Engineer,125000,USD,125000,US,0,US,M
2025,Mid,FT,Data Manager,40247,GBP,50945,GB,0,GB,M
2024,Senior,FT,Data Engineer,104000,USD,104000,US,0,US,M
2024,Entry,FT,AI Specialist,100000,USD,100000,US,0,US,M
2025,Senior,FT,Data Analyst,165000,USD,165000,US,100,US,M
2025,Mid,FT,Associate,89000,USD,89000,CA,100,CA,M
2024,Entry,FT,Data Scientist,86800,USD,86800,US,0,US,M
2025,Senior,FT,Data Analyst,117000,USD,117000,US,0,US,M
2024,Mid,FT,Machine Learning Engineer,135000,USD,135000,US,100,US,M
2024,Executive,FT,Data Engineer,215000,USD,215000,US,0,US,M
2025,Senior,FT,Analytics Engineer,115000,USD,115000,US,0,US,M
2024,Senior,FT,Research Engineer,250000,USD,250000,US,0,US,M
2023,Senior,FT,Machine Learning Engineer,121200,USD,121200,US,0,US,M
2024,Senior,FT,Data Analyst,91112,USD,91112,US,100,US,M
2024,Entry,FT,Business Intelligence,119000,USD,119000,US,100,US,M
2024,Executive,FT,Data Scientist,230000,USD,230000,US,0,US,M
2023,Executive,FT,Data Engineer,174500,USD,174500,US,100,US,M
2025,Mid,FT,Manager,157000,USD,157000,US,0,US,M
2025,Senior,FT,Manager,185000,USD,185000,US,0,US,M
2025,Mid,FT,Software Engineer,108200,USD,108200,US,0,US,M
2023,Senior,FT,Data Scientist,285800,USD,285800,US,100,US,M
2022,Senior,FT,Data Analyst,99050,USD,99050,US,100,US,M
2025,Entry,FT,Product Analyst,130000,USD,130000,US,100,US,M
2024,Mid,FT,Software Engineer,160330,USD,160330,US,0,US,M
2023,Senior,FT,Analytics Engineer,173000,USD,173000,US,0,US,M
2024,Entry,FT,Data Analyst,86210,USD,86210,US,0,US,M
2023,Senior,FT,Data Specialist,72000,USD,72000,US,0,US,M
2024,Entry,FT,Business Intelligence Analyst,95000,USD,95000,US,0,US,M
2025,Senior,FT,Data Analyst,188640,USD,188640,US,0,US,M
2024,Senior,FT,AI Scientist,263800,USD,263800,US,0,US,M
2025,Entry,FT,Engineer,42000,EUR,44210,LT,100,LT,M
2024,Senior,FT,Engineer,143100,USD,143100,US,0,US,M
2025,Mid,FT,Data Engineer,60300,USD,60300,IT,0,IT,M
2024,Senior,FT,Data Scientist,141150,USD,141150,US,100,US,M
2023,Senior,FT,Data Engineer,216027,USD,216027,US,100,US,M
2025,Entry,FT,Research Scientist,63000,USD,63000,US,100,US,M
2025,Mid,FT,Engineer,76960,USD,76960,US,0,US,M
2024,Senior,FT,Analytics Engineer,131600,USD,131600,US,0,US,M
2025,Senior,FT,Developer,169000,USD,169000,US,0,US,M
2024,Senior,FT,Data Scientist,114557,USD,114557,US,0,US,L
2025,Entry,FT,Product Manager,94000,USD,94000,US,0,US,M
2023,Mid,FT,Data Scientist,160000,USD,160000,US,0,US,M
2025,Senior,FT,Engineer,143300,USD,143300,US,100,US,L
2025,Senior,FT,Analyst,108100,USD,108100,CA,0,CA,M
2024,Mid,FT,Software Engineer,157643,USD,157643,US,0,US,M
2024,Mid,CT,Data Modeler,120000,USD,120000,US,100,US,M
2025,Senior,FT,Data Analyst,104130,USD,104130,US,100,US,M
2024,Mid,FT,Data Scientist,90000,USD,90000,US,0,US,M
2024,Senior,FT,Full Stack Developer,112000,USD,112000,US,0,US,M
2023,Mid,FT,Data Engineer,88000,USD,88000,CO,0,CO,M
2024,Mid,FT,Data Analyst,125000,USD,125000,US,0,US,M
2025,Entry,FT,Data Analyst,17400,EUR,18315,SK,0,SK,M
2022,Senior,FT,Research Scientist,144000,USD,144000,US,50,US,L
2023,Senior,FT,Machine Learning Scientist,163800,USD,163800,US,0,US,M
2024,Mid,FT,Data Analyst,147896,USD,147896,US,100,US,M
2024,Senior,FT,Data Scientist,126100,USD,126100,US,0,US,M
2025,Senior,FT,Engineer,409200,USD,409200,US,0,US,M
2024,Senior,FT,Data Analyst,93723,USD,93723,US,100,US,M
2024,Senior,FT,Data Analyst,184000,USD,184000,CA,100,CA,M
2025,Mid,FT,Manager,216000,USD,216000,US,0,US,M
2024,Entry,FT,Data Reporting Analyst,52500,USD,52500,US,100,US,M
2023,Entry,FT,Data Analyst,132000,USD,132000,US,0,US,M
2025,Mid,FT,Solutions Engineer,80000,USD,80000,US,0,US,M
2024,Mid,FT,Manager,112302,USD,112302,US,100,US,M
2024,Entry,FT,Software Engineer,221000,USD,221000,US,0,US,M
2024,Mid,FT,Machine Learning Engineer,210960,USD,210960,US,0,US,M
2023,Mid,FT,Data Engineer,165000,USD,165000,US,100,US,M
2024,Mid,FT,Data Manager,46404,GBP,58005,GB,0,GB,M
2024,Entry,FT,Research Analyst,43888,USD,43888,US,0,US,M
2025,Mid,FT,Data Scientist,182400,USD,182400,US,100,US,M
2025,Executive,FT,Data Scientist,29352,EUR,30896,AT,0,AT,M
2024,Senior,FT,Applied Scientist,21000,USD,21000,CA,100,CA,M
2024,Mid,FT,Manager,35000,GBP,43750,GB,0,GB,M
2024,Mid,FT,Data Engineer,159869,USD,159869,US,0,US,M
2024,Senior,FT,Software Engineer,237900,USD,237900,US,0,US,M
2024,Entry,FT,Data Analyst,144000,USD,144000,US,100,US,M
2024,Senior,FT,Consultant,87600,USD,87600,US,0,US,M
2022,Senior,FT,Data Analyst,115934,USD,115934,US,0,US,M
2023,Senior,FT,Data Analyst,102500,USD,102500,US,100,US,M
2025,Senior,FT,Analytics Engineer,222480,USD,222480,US,0,US,M
2024,Entry,FT,Data Analyst,324000,EUR,360000,LT,0,LT,M
2025,Mid,FT,Manager,151500,USD,151500,US,0,US,M
2024,Mid,FT,Data Scientist,245000,USD,245000,US,100,US,M
2024,Mid,FT,Software Developer,96367,USD,96367,US,100,US,M
2025,Senior,FT,Data Visualization Developer,191000,USD,191000,US,0,US,M
2025,Mid,FT,Data Archivist,123500,USD,123500,US,0,US,M
2023,Mid,FT,Data Analyst,100000,USD,100000,US,100,US,M
2024,Mid,FT,Data Governance Specialist,101000,USD,101000,US,100,US,M
2025,Executive,FT,Data Governance,150000,USD,150000,US,0,US,M
2025,Mid,FT,Manager,160800,USD,160800,US,0,US,M
2024,Mid,FT,Research Analyst,67700,USD,67700,US,0,US,M
2024,Mid,FT,BI Developer,43626,GBP,54532,GB,0,GB,M
2025,Senior,FT,Python Developer,100000,USD,100000,US,0,US,M
2024,Senior,FT,DataOps Engineer,170640,USD,170640,US,100,US,M
2023,Senior,FT,Azure Data Engineer,100000,USD,100000,NL,50,NL,L
2024,Senior,FT,Solutions Architect,233500,USD,233500,CA,0,CA,M
2025,Mid,FT,Product Manager,217450,USD,217450,US,0,US,M
2025,Mid,FT,Data Scientist,131000,USD,131000,US,0,US,M
2024,Senior,FT,Machine Learning Scientist,145000,USD,145000,US,0,US,M
2022,Mid,FT,Machine Learning Engineer,80000,EUR,84053,FR,100,DE,M
2023,Senior,FT,Data Analyst,35000,GBP,43064,CF,100,CF,M
2025,Mid,FT,Software Engineer,92000,USD,92000,US,0,US,M
2024,Senior,FT,AI Lead,157488,USD,157488,US,0,US,M
2022,Senior,FT,Analytics Engineer,63000,USD,63000,US,0,US,M
2025,Mid,FT,Data Scientist,128000,USD,128000,US,100,US,M
2024,Mid,FT,Platform Engineer,200000,USD,200000,US,0,US,M
2024,Mid,FT,Data Specialist,48000,USD,48000,US,0,US,M
2025,Mid,FT,Data Scientist,102000,USD,102000,US,0,US,M
2024,Senior,FT,Data Governance Lead,175000,USD,175000,US,0,US,M
2024,Senior,FT,Data Scientist,288000,USD,288000,US,100,US,M
2024,Senior,FT,Data Scientist,174071,USD,174071,US,100,US,M
2024,Mid,CT,Data Engineer,100000,USD,100000,US,0,US,M
2024,Entry,FT,Analyst,101563,USD,101563,AU,0,AU,M
2024,Entry,FT,Analyst,51393,USD,51393,US,100,US,M
2024,Senior,FT,Analyst,105000,USD,105000,US,100,US,M
2025,Senior,FT,Analyst,275000,USD,275000,US,0,US,M
2025,Senior,FT,Architect,138230,USD,138230,US,0,US,M
2024,Mid,FT,Data Scientist,250000,USD,250000,US,0,US,M
2024,Senior,FT,Machine Learning Engineer,245000,USD,245000,US,0,US,M
2025,Senior,FT,Data Analyst,209900,USD,209900,US,0,US,M
2025,Senior,FT,Data Analyst,85935,USD,85935,US,100,US,M
2024,Mid,FT,Analyst,111500,USD,111500,US,100,US,M
2024,Mid,FT,Data Scientist,166600,USD,166600,US,0,US,M
2025,Senior,FT,Research Analyst,120400,USD,120400,US,0,US,M
2024,Mid,FT,Machine Learning Engineer,169800,USD,169800,US,0,US,M
2024,Senior,FT,Software Developer,251600,USD,251600,US,0,US,M
2023,Senior,FT,Data Scientist,218000,USD,218000,US,0,US,M
2024,Mid,FT,Data Analyst,56000,GBP,70000,GB,0,GB,M
2024,Mid,FT,Data Integration Specialist,54000,USD,54000,US,0,US,M
2025,Senior,FT,Analytics Engineer,48000,USD,48000,US,0,US,M
2023,Executive,FT,Data Analyst,90000,USD,90000,US,100,US,M
2024,Mid,FT,Manager,233000,USD,233000,US,0,US,M
2022,Executive,FT,Data Scientist,159000,USD,159000,US,100,US,M
2025,Senior,FT,Consultant,149400,USD,149400,US,0,US,M
2024,Senior,FT,Data Engineer,97335,USD,97335,US,0,US,M
2024,Mid,FT,Engineer,54000,USD,54000,US,0,US,M
2024,Senior,FT,Decision Scientist,267800,USD,267800,US,0,US,M
2024,Senior,FT,Data Scientist,117000,USD,117000,US,100,US,M
2025,Mid,FT,Research Engineer,510000,USD,510000,US,0,US,M
2024,Senior,FT,Software Engineer,340100,USD,340100,US,0,US,M
2024,Mid,FT,Manager,510000,USD,510000,US,0,US,M
2024,Senior,FT,Engineer,77250,USD,77250,US,0,US,M
2023,Senior,FT,Research Scientist,172000,USD,172000,US,0,US,M
2025,Mid,FT,Engineer,250000,USD,250000,US,0,US,M
2023,Senior,FT,Data Engineer,96000,USD,96000,US,100,US,M
2025,Entry,FT,Engineer,150000,USD,150000,US,0,US,M
2025,Entry,FT,Data Analyst,78000,USD,78000,AR,100,AR,M
2024,Senior,FT,Data Analyst,131841,USD,131841,US,100,US,M
2024,Senior,FT,Engineer,202800,USD,202800,US,0,US,M
2024,Senior,FT,Analyst,143600,USD,143600,US,0,US,M
2024,Senior,FT,Manager,98000,USD,98000,US,0,US,M
2024,Mid,FT,Data Scientist,87200,USD,87200,US,0,US,M
2024,Senior,FT,Machine Learning Engineer,202750,USD,202750,US,0,US,M
2025,Mid,FT,Software Developer,105949,USD,105949,CA,0,CA,M
2024,Mid,FT,Data Scientist,237000,USD,237000,US,100,US,M
2025,Mid,FT,Data Management Specialist,38000,USD,38000,US,100,US,M
2024,Entry,FT,Analyst,135600,USD,135600,US,0,US,M
2024,Senior,FT,Data Analyst,93500,USD,93500,US,0,US,M
2025,Executive,FT,Software Engineer,166600,USD,166600,US,0,US,M
2025,Senior,FT,Data Governance Lead,85000,GBP,107594,GB,0,GB,M
2024,Senior,FT,Machine Learning Engineer,243300,USD,243300,US,0,US,M
2024,Senior,FT,Machine Learning Scientist,163200,USD,163200,CA,0,CA,M
2025,Senior,FT,Data Scientist,119800,USD,119800,US,0,US,M
2023,Entry,FT,Data Scientist,70000,USD,70000,US,0,US,M
2025,Senior,FT,Product Manager,226500,USD,226500,US,0,US,M
2024,Senior,FT,Software Development Engineer,288400,USD,288400,US,0,US,M
2025,Mid,FT,Engineer,440000,USD,440000,US,0,US,M
2024,Mid,FT,Software Engineer,188600,USD,188600,US,0,US,M
2024,Mid,FT,Software Engineer,159600,USD,159600,CA,0,CA,M
2024,Mid,CT,Data Analyst,40000,USD,40000,US,0,US,M
2025,Senior,FT,Machine Learning Engineer,262500,USD,262500,US,0,US,M
2024,Executive,FT,Engineer,309000,USD,309000,US,0,US,M
2025,Mid,FT,Engineer,223600,USD,223600,US,0,US,L
2023,Mid,FT,Data Engineer,150000,USD,150000,US,100,US,M
2023,Senior,FT,Analytics Engineer,95000,USD,95000,US,0,US,M
2025,Mid,FT,Bioinformatics Scientist,100000,USD,100000,US,0,US,M
2024,Senior,FT,Software Engineer,175000,USD,175000,AU,0,AU,M
2024,Senior,FT,Data Architect,169700,USD,169700,US,0,US,M
2025,Mid,FT,Associate,147000,USD,147000,US,100,US,M
2025,Senior,FT,Data Manager,180000,USD,180000,US,100,US,M
2023,Entry,FT,Data Analyst,28000,GBP,34451,GB,50,GB,M
2024,Mid,FT,Data Analytics Manager,206700,USD,206700,US,0,US,M
2024,Senior,FT,Machine Learning Engineer,213876,USD,213876,US,0,US,M
2024,Mid,FT,Engineer,193950,USD,193950,US,0,US,M
2025,Senior,FT,Analyst,68000,USD,68000,US,0,US,M
2024,Senior,FT,Data Lead,125000,USD,125000,US,0,US,M
2024,Senior,FT,Backend Engineer,130000,USD,130000,US,100,US,M
2025,Executive,FT,Head of AI,225000,USD,225000,US,100,US,M
2023,Senior,FT,Data Scientist,277500,USD,277500,US,0,US,M
2025,Senior,FT,Product Manager,119400,USD,119400,US,100,US,M
2024,Entry,FT,Data Analyst,26000,EUR,28888,ES,100,ES,L
2024,Senior,FT,AI Engineer,87200,EUR,96888,DE,0,DE,M
2023,Mid,FT,Research Engineer,230000,USD,230000,US,0,US,M
2025,Senior,FT,Product Analyst,100000,GBP,126582,GB,0,GB,M
2024,Senior,FT,Software Engineer,183000,USD,183000,US,0,US,M
2024,Senior,FT,Data Analyst,88300,USD,88300,US,0,US,M
2025,Senior,FT,AI Scientist,170000,USD,170000,US,0,US,M
2024,Entry,FT,Data Analyst,39600,USD,39600,US,0,US,M
2024,Senior,FT,Business Analyst,105600,USD,105600,US,0,US,M
2024,Senior,FT,Analyst,95000,USD,95000,US,100,US,M
2025,Mid,FT,Software Engineer,153925,USD,153925,US,100,US,M
2024,Mid,FT,Data Engineer,186000,USD,186000,US,0,US,M
2023,Senior,FT,AI Developer,260000,USD,260000,US,0,US,M
2024,Senior,FT,Data Scientist,243000,USD,243000,US,0,US,M
2024,Mid,FT,Associate,151400,USD,151400,US,0,US,M
2024,Senior,FT,Data Engineer,124800,USD,124800,US,100,US,M
2025,Mid,FT,Manager,105400,USD,105400,US,100,US,M
2024,Senior,FT,Machine Learning Engineer,110000,USD,110000,US,100,US,M
2024,Senior,FT,Data Engineer,181800,USD,181800,US,0,US,M
2025,Senior,FT,Data Scientist,86964,GBP,110081,GB,0,GB,M
2024,Senior,FT,Business Intelligence,105000,USD,105000,US,0,US,M
2025,Senior,FT,Software Engineer,229500,USD,229500,US,100,US,M
2025,Entry,FT,Data Specialist,44000,USD,44000,US,0,US,M
2025,Senior,FT,Architect,185520,USD,185520,US,0,US,M
2024,Entry,FT,Research Engineer,175600,USD,175600,US,0,US,M
2024,Senior,FT,Business Intelligence Engineer,117300,USD,117300,US,100,US,L
2024,Senior,FT,Software Engineer,100000,USD,100000,US,0,US,M
2024,Mid,FT,Engineer,272900,USD,272900,US,0,US,M
2025,Senior,FT,Data Engineer,214500,USD,214500,US,0,US,M
2024,Mid,FT,Manager,88500,USD,88500,US,0,US,M
2025,Senior,FT,Software Engineer,170400,USD,170400,US,0,US,M
2025,Senior,FT,Software Engineer,191000,USD,191000,CA,100,CA,M
2025,Mid,FT,Associate,297700,USD,297700,US,0,US,M
2024,Mid,FT,Analyst,104500,USD,104500,US,0,US,M
2025,Senior,FT,Analytics Engineer,205563,USD,205563,US,0,US,M
2024,Entry,FT,Data Scientist,171040,USD,171040,US,0,US,M
